numero_de_cliente	cliente_edad	cliente_antiguedad	ctrx_quarter	mpayroll	mcaja_ahorro	mtarjeta_visa_consumo	mtarjeta_master_consumo	Visa_status	Master_status	Visa_mlimitecompra	Master_mlimitecompra	mprestamos_personales	cdescubierto_preacordado	limite_credito_total	consumo_total	utilizacion_credito	ratio_prestamo_ingreso	cluster
623026352	40	99	46	0	3820.61	44023.13	0	0	0	140760	56304	0	1	197064	44023.13	0.223395089920026	0	cluster_2
623116703	40	41	97	0.11	35694.56	8690.78	0	0	0	70380	70380	0	1	140760	8690.78	0.0617418300653595	0	cluster_2
623488121	39	105	12	0	84.46	114.95	0	0	0	35190	35190	0	1	70380	114.95	0.0016332764990054	0	cluster_2
623580376	39	32	42	0	0	14649.51	6763.5	0	0	70380	70380	0	1	140760	21413.01	0.152124254049446	0	cluster_2
627763838	44	190	31	0	409.77	9163.05	0	0	0	98532	70380	0	1	168912	9163.05	0.0542474779766979	0	cluster_2
629963102	35	22	29	0	0	5806.61	4491.8	0	0	70380	70380	0	1	140760	10298.41	0.073162901392441	0	cluster_2
630273401	69	190	33	0	2324.18	8570.18	0	0	0	7038	70380	55756.09	1	77418	8570.18	0.110700095585006	0	cluster_2
630677348	34	162	37	0	2455.1	11444.13	3829.73	0	0	197064	197064	0	1	394128	15273.86	0.0387535521454959	0	cluster_2
631845567	38	189	145	0	113.79	21760.33	35646.36	0	0	70380	112608	22472.01	0	182988	57406.69	0.313718331256694	0	cluster_2
633308995	41	140	73	0	31447.43	22586.59	0	0	0	225216	140760	0	1	365976	22586.59	0.0617160414890594	0	cluster_2
633356100	41	127	78	0	0	7817.92	0	0	0	112608	56304	0	1	168912	7817.92	0.0462839821919106	0	cluster_2
633707391	67	187	92	0	11961.78	28221.26	29320.46	0	0	70380	35190	0	1	105570	57541.72	0.545057497395093	0	cluster_2
634799256	68	189	206	88772.64	25021.42	6083.49	2040.52	0	0	140760	168912	0	1	309672	8124.01	0.026234241390891	0	cluster_2
636803437	42	186	54	87384.93	20256	10659.9	0	0	0	70380	70380	0	1	140760	10659.9	0.075731031543052	0	cluster_2
638156311	40	186	247	0	12029.72	46178.1	421.29	0	0	98532	140760	0	1	239292	46599.39	0.19473860388145	0	cluster_2
639219952	41	118	31	0	10.13	449.25	0	0	0	112608	112608	0	1	225216	449.25	0.00199475170502984	0	cluster_2
640000996	63	184	58	0	26.7	42073.96	0	0	0	98532	98532	0	1	197064	42073.96	0.213504039296878	0	cluster_2
643591561	44	184	3	0	0	781.99	0	0	0	168912	140760	0	1	309672	781.99	0.00252522023302074	0	cluster_2
644083381	62	185	173	0	9918.59	28077.63	0	0	0	197064	140760	0	1	337824	28077.63	0.0831131891162262	0	cluster_2
645344581	44	187	77	0	3390.86	17456.94	0	0	0	112608	140760	0	1	253368	17456.94	0.0688995453253765	0	cluster_2
649246112	57	183	38	0	15.74	2285.36	0	0	0	112608	112608	0	1	225216	2285.36	0.010147414038079	0	cluster_2
650269275	60	183	106	0	104515.96	6368.42	0	0	0	70380	70380	0	1	140760	6368.42	0.045243108837738	0	cluster_2
651645478	70	98	46	0	4973.66	11797.91	0	0	0	112608	112608	0	1	225216	11797.91	0.0523848660841148	0	cluster_2
652844910	54	183	28	0	4875.96	12816.46	0	0	0	225216	112608	8009.13	1	337824	12816.46	0.0379382755517666	0	cluster_2
653397994	42	180	126	0	11805.2	15079.52	2248.24	0	0	49266	35190	0	1	84456	17327.76	0.205169082125604	0	cluster_2
654430858	62	182	23	0	2806.43	2266.37	0	0	0	98532	70380	15063.94	1	168912	2266.37	0.0134174599791607	0	cluster_2
654454197	39	183	65	0	10435.33	1114.35	0	0	0	70380	49266	0	1	119646	1114.35	0.00931372549019608	0	cluster_2
655873723	59	183	32	0	4186.54	26614.36	0	0	0	98532	12316.5	0	1	110848.5	26614.36	0.240096708570707	0	cluster_2
656291154	44	168	16	0	244.2	8423.01	0	0	0	140760	140760	0	1	281520	8423.01	0.0299197570332481	0	cluster_2
658733629	61	126	18	0	0	3215.87	0	0	0	98532	98532	0	1	197064	3215.87	0.0163189116226201	0	cluster_2
661045565	40	182	55	0	27118.1	22806.47	0	0	0	197064	140760	0	1	337824	22806.47	0.067509916406176	0	cluster_2
662335056	53	181	15	0	0	179.32	0	0	0	70380	98532	0	1	168912	179.32	0.00106161788386852	0	cluster_2
662476679	38	181	125	0	14155.24	37018.8	0	0	0	70380	70380	0	1	140760	37018.8	0.262992327365729	0	cluster_2
663537186	37	182	100	0	45602.19	34670.18	3363.14	0	0	70380	112608	0	1	182988	38033.32	0.207845978971299	0	cluster_2
664486993	55	154	65	0	1167.28	10157.79	0	0	0	112608	98532	0	1	211140	10157.79	0.0481092639954533	0	cluster_2
664987558	43	164	35	0	6.09	7112.47	0	0	0	140760	98532	0	1	239292	7112.47	0.0297229744412684	0	cluster_2
666516700	46	8	14	0	1283.17	7634.36	0	0	0	140760	112608	0	1	253368	7634.36	0.0301315083199141	0	cluster_2
667351783	40	180	24	0	7269.8	1075.24	0	0	0	168912	49266	0	1	218178	1075.24	0.00492826957805095	0	cluster_2
668499071	75	177	58	0	1720.84	6861.56	0	0	0	225216	140760	0	1	365976	6861.56	0.01874866111439	0	cluster_2
668572145	42	177	41	0	15936.69	2323.92	0	0	0	112608	112608	0	1	225216	2323.92	0.0103186274509804	0	cluster_2
668882957	33	102	148	0	3483.55	16737.07	7463.32	0	0	70380	70380	0	1	140760	24200.39	0.171926612674055	0	cluster_2
669127262	34	179	107	0	23087.25	19191.53	7632.21	0	0	168912	281520	0	1	450432	26823.74	0.0595511420147769	0	cluster_2
669894822	57	180	11	0	800.88	1114.15	0	0	0	70380	70380	0	1	140760	1114.15	0.00791524580846832	0	cluster_2
674318797	45	176	100	0	26204.17	39510.4	0	0	0	70380	98532	0	1	168912	39510.4	0.233911149000663	0	cluster_2
674858534	48	179	10	0	7303.09	858.67	0	0	0	140760	98532	0	1	239292	858.67	0.00358837737993748	0	cluster_2
675442310	39	177	133	110741.17	20731.62	39505.61	13254.75	0	0	140760	84456	54764.75	0	225216	52760.36	0.234265593918727	0.494529270369818	cluster_2
675670577	49	40	29	0	966.25	11524.78	5778.89	0	0	70380	70380	0	1	140760	17303.67	0.122930306905371	0	cluster_2
675681730	36	176	61	0	14747.15	21997.49	3734.23	0	0	98532	98532	0	1	197064	25731.72	0.130575447570332	0	cluster_2
677584110	42	119	11	0	0	8637.03	0	0	0	98532	98532	0	1	197064	8637.03	0.0438285531603946	0	cluster_2
678362891	46	177	102	0	558.03	30005.45	0	0	0	197064	140760	0	1	337824	30005.45	0.0888197700577816	0	cluster_2
680413238	37	176	103	0	22.59	71079.47	0	0	0	197064	140760	0	1	337824	71079.47	0.210403849341669	0	cluster_2
681150098	57	111	166	0	1375.41	853.53	0	0	0	70380	28152	0	1	98532	853.53	0.0086624649859944	0	cluster_2
682637438	43	175	39	0	38705.78	911.67	0	0	0	140760	70380	0	1	211140	911.67	0.0043178459789713	0	cluster_2
685869206	76	137	35	0	24.05	1527.24	0	0	0	225216	140760	0	1	365976	1527.24	0.00417306052855925	0	cluster_2
686251855	33	174	42	0	1340.7	1727.5	0	0	0	225216	140760	0	1	365976	1727.5	0.00472025488010143	0	cluster_2
686300710	69	176	23	0	696.92	938.4	0	0	0	197064	112608	0	1	309672	938.4	0.00303030303030303	0	cluster_2
686894119	69	174	117	0	0	10277.11	0	0	0	112608	112608	0	1	225216	10277.11	0.0456322374964479	0	cluster_2
687352396	66	174	65	0	64991.15	37078.5	5337.11	0	0	197064	70380	0	1	267444	42415.61	0.158596229491034	0	cluster_2
687731910	56	64	28	0	0	467.32	0	0	0	70380	70380	0	1	140760	467.32	0.00331997726626883	0	cluster_2
688613817	40	70	34	0	0	12425	0	0	0	70380	70380	0	1	140760	12425	0.0882708155726059	0	cluster_2
689367739	37	175	68	0	58554.08	9527.29	0	0	0	168912	70380	0	1	239292	9527.29	0.0398144944252211	0	cluster_2
689525041	40	172	152	0	12121.12	58200.71	6164.53	0	0	197064	140760	0	1	337824	64365.24	0.190528914464336	0	cluster_2
689660899	43	173	210	0	14712.56	100911.11	2111.65	0	0	225216	168912	0	1	394128	103022.76	0.261394166362197	0	cluster_2
692568576	61	171	105	0	83982.21	8826.26	0	0	0	112608	28152	0	1	140760	8826.26	0.062704319408923	0	cluster_2
692737330	59	166	249	0	18648.9	28604.1	0	0	0	168912	84456	0	1	253368	28604.1	0.112895472198541	0	cluster_2
694232552	38	172	120	0	7375.64	30110.25	0	0	0	197064	98532	0	1	295596	30110.25	0.101862846587911	0	cluster_2
697155686	35	174	110	0	9819.22	4420.16	0	0	0	98532	70380	0	1	168912	4420.16	0.0261684190584446	0	cluster_2
697202723	60	171	14	0	7.9	8844.05	0	0	0	140760	112608	0	1	253368	8844.05	0.0349059470809258	0	cluster_2
697846312	60	172	39	0	0	15730.21	0	0	0	197064	70380	0	1	267444	15730.21	0.0588168364218304	0	cluster_2
698896024	51	56	167	0	13396.17	22759.54	0	0	0	140760	168912	0	1	309672	22759.54	0.0734956340902633	0	cluster_2
699082054	45	93	22	0	1123.15	28335.57	0	0	0	112608	112608	0	1	225216	28335.57	0.125815084185848	0	cluster_2
700668873	38	106	45	0	84.37	18568.06	0	0	0	70380	70380	0	1	140760	18568.06	0.131912901392441	0	cluster_2
701403837	61	172	30	0	1665.54	1094.44	0	0	0	84456	84456	0	1	168912	1094.44	0.00647935019418395	0	cluster_2
703108069	70	169	24	0	4509.07	7456.4	0	0	0	98532	56304	0	1	154836	7456.4	0.0481567594099563	0	cluster_2
705186051	43	170	49	0	932.08	26347.7	20623.63	0	0	140760	140760	0	1	281520	46971.33	0.16684899829497	0	cluster_2
706589676	43	75	15	0	0	163.04	0	0	0	168912	1724.31	0	1	170636.31	163.04	0.000955482452708922	0	cluster_2
706673331	42	60	15	0	0	24290.98	0	0	0	70380	28152	0	1	98532	24290.98	0.246528843421427	0	cluster_2
707097833	72	18	114	0	26723.35	21007.32	9146.35	0	0	70380	35190	0	1	105570	30153.67	0.285627261532632	0	cluster_2
707721942	59	53	7	0	0	2931.53	0	0	0	49266	49266	0	0	98532	2931.53	0.0297520602443876	0	cluster_2
711860118	59	170	43	0	2193.92	852.32	5675.53	0	0	98532	98532	0	1	197064	6527.85	0.0331255328218244	0	cluster_2
713367962	38	168	40	0	501.93	5376.36	0	0	0	197064	56304	0	1	253368	5376.36	0.0212195699535853	0	cluster_2
713661925	81	170	75	0	0	23557.42	694.41	0	0	98532	49266	0	1	147798	24251.83	0.16408767371683	0	cluster_2
714181602	72	116	58	0	5605.56	23515.38	0	0	0	112608	140760	71730.69	1	253368	23515.38	0.0928111679454391	0	cluster_2
714942526	44	167	21	0	248.93	603.97	0	0	0	70380	70380	5788.81	1	140760	603.97	0.0042907786302927	0	cluster_2
715023475	37	170	93	0	1044.75	15260.28	0	0	0	56304	56304	0	1	112608	15260.28	0.13551683716965	0	cluster_2
715656773	33	59	11	0	975.37	4504.19	0	0	0	168912	140760	0	1	309672	4504.19	0.0145450347464414	0	cluster_2
715743553	51	84	31	0	801.48	5017.31	0	0	0	70380	70380	0	1	140760	5017.31	0.0356444302358625	0	cluster_2
716071146	32	131	134	0	9966.34	84043.86	17558.06	0	0	140760	98532	0	1	239292	101601.92	0.424593885294954	0	cluster_2
717042020	38	168	89	0	1577.94	11782.78	0	0	0	112608	70380	0	1	182988	11782.78	0.0643909983168295	0	cluster_2
718129367	32	66	240	74626.98	37490	20240.73	6865.56	0	0	28152	70380	0	1	98532	27106.29	0.27510138838144	0	cluster_2
718777619	47	114	40	0	1469.54	9288.54	1431.06	0	0	98532	98532	0	1	197064	10719.6	0.0543965412251857	0	cluster_2
718974886	63	169	24	0	0	2424.19	694.41	0	0	70380	70380	0	1	140760	3118.6	0.0221554418868997	0	cluster_2
725603001	63	152	183	0	50535.17	16578.03	18173.87	0	0	70380	70380	4235.64	1	140760	34751.9	0.24688761011651	0	cluster_2
726268904	45	22	43	0	9054.83	15344.16	8354.91	0	0	98532	98532	0	1	197064	23699.07	0.120260778224333	0	cluster_2
727217686	31	166	64	0.11	1797.29	5806.24	0	0	0	140760	84456	0	1	225216	5806.24	0.0257807615799943	0	cluster_2
728975368	31	127	15	0	0	1211.7	0	0	0	98532	98532	0	1	197064	1211.7	0.00614876385336743	0	cluster_2
729665336	45	167	54	0	1179.72	7530.47	0	0	0	56304	56304	0	1	112608	7530.47	0.0668733127308895	0	cluster_2
733048642	38	47	31	0	0	5542.14	0	0	0	112608	70380	0	1	182988	5542.14	0.0302869040592826	0	cluster_2
735666361	53	165	11	0	0.01	12776.43	0	0	0	168912	140760	0	1	309672	12776.43	0.0412579438890181	0	cluster_2
736090427	64	164	30	0	707.17	2197.34	0	0	0	70380	56304	0	1	126684	2197.34	0.0173450475198131	0	cluster_2
737536861	44	154	211	0	26452.22	41229.47	5094.23	0	0	70380	70380	25181.2	1	140760	46323.7	0.329097044614947	0	cluster_2
737542190	62	53	22	0	118.43	15442.33	0	0	0	56304	21114	0	1	77418	15442.33	0.199466919837764	0	cluster_2
737608040	65	165	18	0	0	48519.52	0	0	0	112608	56304	0	1	168912	48519.52	0.287247324050393	0	cluster_2
737807494	57	165	23	0	0	48393.38	0	0	0	140760	140760	0	0	281520	48393.38	0.171900326797386	0	cluster_2
743777597	61	164	20	0	0	22135.6	0	0	0	168912	70380	0	1	239292	22135.6	0.0925045551042241	0	cluster_2
747681160	47	70	32	0	1843.8	9803.47	0	0	0	140760	140760	0	1	281520	9803.47	0.0348233518044899	0	cluster_2
749317356	67	134	55	151621.4	3859.14	28277.66	0	0	0	70380	42228	0	1	112608	28277.66	0.251115906507531	0	cluster_2
750639956	55	58	150	68978.48	46907.6	29864.12	0	0	0	84456	70380	0	1	154836	29864.12	0.192875816993464	0	cluster_2
752417049	36	162	53	0	1288.15	16864.79	0	0	0	140760	98532	0	1	239292	16864.79	0.0704778680440633	0	cluster_2
752983251	33	84	26	0	2534.88	19245.93	0	0	0	98532	56304	0	1	154836	19245.93	0.124298806479113	0	cluster_2
753647548	50	80	9	0	0	4244.57	0	0	0	98532	98532	0	1	197064	4244.57	0.0215390431534933	0	cluster_2
756193644	52	155	63	0	15254.07	41226.17	0	0	0	112608	98532	0	1	211140	41226.17	0.195255138770484	0	cluster_2
756422714	49	136	36	0	57.95	3211.86	0	0	0	112608	98532	0	1	211140	3211.86	0.0152119920431941	0	cluster_2
758278629	46	70	175	0	2152.61	75177.26	21909.41	0	0	225216	225216	0	1	450432	97086.67	0.215541235969025	0	cluster_2
760340719	38	97	22	0	770.23	7958.17	0	0	0	98532	98532	0	1	197064	7958.17	0.0403836824584907	0	cluster_2
761533950	40	138	154	0	8461.48	7194.65	0	0	0	98532	112608	0	1	211140	7194.65	0.0340752581225727	0	cluster_2
764231379	41	45	16	0	0	10834.13	0	0	0	140760	70380	0	1	211140	10834.13	0.0513125414416975	0	cluster_2
764413326	57	115	52	0	4931.06	8727.88	0	0	0	70380	70380	0	1	140760	8727.88	0.0620053992611537	0	cluster_2
768285396	64	33	18	0	317.12	13520.6	0	0	0	140760	140760	0	1	281520	13520.6	0.0480271383915885	0	cluster_2
773068313	38	121	31	10750.7	6628.52	991.65	16925.55	0	0	98532	281520	0	1	380052	17917.2	0.0471440750213129	0	cluster_2
773149995	40	109	53	0	3658.51	29738.01	13355.98	0	0	112608	56304	0	1	168912	43093.99	0.255126870796628	0	cluster_2
775861130	32	53	325	0	966.69	55060.54	29350.57	0	0	98532	140760	0	1	239292	84411.11	0.352753581398459	0	cluster_2
776063650	56	161	95	0	4275.78	25166.89	16552.95	0	0	112608	42228	0	1	154836	41719.84	0.269445348626934	0	cluster_2
778573871	56	26	23	0	2112.92	117.3	0	0	0	70380	70380	0	0	140760	117.3	0.000833333333333333	0	cluster_2
779500996	82	162	100	0	0	26822.27	10104.17	0	0	140760	84456	0	0	225216	36926.44	0.163960109406081	0	cluster_2
780757455	42	159	48	0	0	10681.92	0	0	0	112608	112608	0	1	225216	10681.92	0.0474296675191816	0	cluster_2
782103762	38	162	31	0	51.37	6561.36	0	0	0	197064	140760	0	1	337824	6561.36	0.01942242114237	0	cluster_2
782466939	49	151	44	0	1164.9	1366.15	7919.38	0	0	197064	112608	0	1	309672	9285.53	0.0299850486966855	0	cluster_2
784613325	35	118	69	0	298.16	18809.4	0	0	0	70380	56304	0	1	126684	18809.4	0.148474945533769	0	cluster_2
785907197	33	160	20	0	8568.64	18371.93	0	0	0	98532	98532	0	1	197064	18371.93	0.093228240571591	0	cluster_2
787761515	36	160	37	0	43310.65	2841.34	0	0	0	98532	98532	0	1	197064	2841.34	0.0144183615475176	0	cluster_2
788913175	35	15	60	0	182.49	18394.17	4203.11	0	0	140760	98532	0	1	239292	22597.28	0.0944339133777978	0	cluster_2
789376481	37	158	40	0	44.78	1225.93	916.4	0	0	35190	70380	0	0	105570	2142.33	0.0202929809605001	0	cluster_2
792910018	48	149	41	0	190.87	4287.58	1211.99	0	0	140760	98532	0	1	239292	5499.57	0.0229826738879695	0	cluster_2
795614953	49	159	38	0	1494.07	18482.39	3206.1	0	0	56304	56304	0	1	112608	21688.49	0.19260168016482	0	cluster_2
796197645	45	158	43	0	0	11462.2	7645.59	0	0	140760	140760	0	1	281520	19107.79	0.0678736501847116	0	cluster_2
796453401	36	157	142	0	50459.76	17798.37	25393.87	0	0	140760	98532	0	1	239292	43192.24	0.18050014208582	0	cluster_2
796688953	32	84	125	0	24.53	33092.37	0	0	0	84456	84456	0	1	168912	33092.37	0.195914855072464	0	cluster_2
799339046	33	118	88	0	21966.61	5848.98	0	0	0	140760	112608	0	1	253368	5848.98	0.0230849199583215	0	cluster_2
800975968	32	109	72	0	4892.41	15640.98	0	0	0	112608	98532	0	1	211140	15640.98	0.0740787155441887	0	cluster_2
801340094	50	158	9	0	0	9016.75	0	0	0	112608	56304	0	1	168912	9016.75	0.0533813464999526	0	cluster_2
802843121	75	156	17	0	0	12055.48	3225.64	0	0	98532	98532	0	1	197064	15281.12	0.0775439451142776	0	cluster_2
803414574	30	154	73	0	51267.59	5063.46	0	0	0	112608	98532	0	1	211140	5063.46	0.0239815288434214	0	cluster_2
803789059	50	21	65	55961.48	79523.59	2481.58	0	0	0	112608	112608	0	1	225216	2481.58	0.0110186665245808	0	cluster_2
804118035	49	157	9	0	0	2111.4	0	0	0	112608	17595	0	1	130203	2111.4	0.0162162162162162	0	cluster_2
808659491	33	113	57	0	1336.86	761.27	1107.75	0	0	98532	98532	12385.2	1	197064	1869.02	0.00948432996386961	0	cluster_2
809242909	36	155	154	0	7111.76	87728.48	2445.7	0	0	225216	225216	0	1	450432	90174.18	0.200194879582268	0	cluster_2
810504185	43	51	24	0	0	3201.39	0	0	0	98532	98532	0	1	197064	3201.39	0.016245432955791	0	cluster_2
812025658	66	153	40	0	1841.49	8723.7	0	0	0	112608	70380	0	1	182988	8723.7	0.0476736179421601	0	cluster_2
812702791	54	155	193	0	44446.42	1337.82	0	0	0	98532	98532	0	1	197064	1337.82	0.00678875898185361	0	cluster_2
813030665	41	154	51	0	0	67230.28	0	0	0	140760	84456	0	1	225216	67230.28	0.298514670360898	0	cluster_2
814048584	42	143	31	0	1059.57	80032.31	0	0	0	140760	112608	0	1	253368	80032.31	0.315873788323703	0	cluster_2
815721313	69	153	12	2270.92	4.96	235.79	0	0	0	140760	70380	0	1	211140	235.79	0.00111674718196457	0	cluster_2
817925239	35	44	20	0	717.74	2555.74	0	0	0	98532	98532	0	1	197064	2555.74	0.0129690861851987	0	cluster_2
819426226	38	61	18	0	3.76	473.68	0	0	0	140760	140760	0	1	281520	473.68	0.00168258027848821	0	cluster_2
819542691	37	150	41	0	1649.24	7759.28	0	0	0	112608	98532	0	1	211140	7759.28	0.0367494553376906	0	cluster_2
819868601	34	151	79	0	795.85	9158.98	0	0	0	70380	70380	0	1	140760	9158.98	0.0650680591077011	0	cluster_2
821583849	38	16	187	226257.38	107196.42	38259.71	0	0	0	140760	140760	0	1	281520	38259.71	0.135904056550156	0	cluster_2
822165149	63	51	7	0	0	525.84	0	0	0	98532	98532	0	1	197064	525.84	0.00266837169650469	0	cluster_2
823783762	76	151	94	0	54064.91	20231.55	0	0	0	112608	70380	0	1	182988	20231.55	0.110562168011017	0	cluster_2
824698487	46	151	17	0	210.57	1554.97	0	0	0	70380	49266	0	1	119646	1554.97	0.0129964227805359	0	cluster_2
825923298	35	151	145	0	25583.28	14508.44	0	0	0	56304	70380	0	1	126684	14508.44	0.114524643996085	0	cluster_2
827256257	36	128	92	0	21193.22	76966.82	9055.63	0	0	197064	98532	0	1	295596	86022.45	0.291013579344781	0	cluster_2
828892009	31	115	76	0	4890.26	32712.83	2346.52	0	0	98532	98532	0	1	197064	35059.35	0.177908445987091	0	cluster_2
829512626	52	148	16	0	948.64	3527.21	0	0	0	140760	70380	0	1	211140	3527.21	0.0167055508193616	0	cluster_2
829614863	35	31	32	0	353	5224.37	694.41	0	0	98532	98532	0	1	197064	5918.78	0.0300348110258596	0	cluster_2
830366667	54	151	76	0	32819.47	35694.42	0	0	0	98532	56304	88392.64	1	154836	35694.42	0.230530496783694	0	cluster_2
830855644	60	149	43	0	-461.49	8268.6	0	0	0	140760	70380	0	1	211140	8268.6	0.0391616936629724	0	cluster_2
833255454	63	149	17	0	0	10041.83	0	0	0	98532	98532	0	1	197064	10041.83	0.0509572017212682	0	cluster_2
833281202	69	36	73	0	10.62	29620.94	2509.43	0	0	168912	140760	0	0	309672	32130.37	0.103756135524038	0	cluster_2
833831289	65	34	14	0	1037.34	3344.38	0	0	0	84456	84456	0	1	168912	3344.38	0.0197995405891825	0	cluster_2
834730044	34	148	53	0	3856.88	12510.98	0	0	0	140760	84456	0	1	225216	12510.98	0.0555510265700483	0	cluster_2
835686922	45	147	20	0	23.62	727.26	0	0	0	98532	70380	2048.12	1	168912	727.26	0.00430555555555556	0	cluster_2
836539802	82	147	110	0	19325.33	33594.57	694.41	0	0	98532	56304	0	1	154836	34288.98	0.221453537936914	0	cluster_2
836878402	41	143	76	0	1200.83	12833.26	0	0	0	197064	70380	0	1	267444	12833.26	0.0479848491646849	0	cluster_2
837225901	69	145	12	0	0	9919.41	0	0	0	70380	84456	0	1	154836	9919.41	0.064063977369604	0	cluster_2
840002818	31	144	128	0	9555.1	3031.3	0	0	0	98532	98532	0	1	197064	3031.3	0.0153823123452279	0	cluster_2
840461231	61	134	5	0	0	882.97	0	0	0	98532	35190	0	1	133722	882.97	0.0066030271757826	0	cluster_2
843839507	40	141	131	79974.84	34837.75	67408.18	14165.34	0	0	98532	56304	241672.49	1	154836	81573.52	0.526838203001886	3.02185649886889	cluster_2
844190217	42	145	112	0	14066.7	5025.28	0	0	0	84456	70380	0	1	154836	5025.28	0.0324555013046062	0	cluster_2
844611081	69	142	26	0	515.11	16750.44	0	0	0	112608	49266	0	1	161874	16750.44	0.103478260869565	0	cluster_2
845055497	32	122	3	0	0	2179.25	0	0	0	98532	98532	0	1	197064	2179.25	0.0110585901027078	0	cluster_2
847317835	40	142	29	0	0	351.9	0	0	0	168912	98532	0	1	267444	351.9	0.00131578947368421	0	cluster_2
848298854	62	133	69	0	2589.53	66529.73	7168.53	0	0	225216	225216	6550.53	1	450432	73698.26	0.163616838945723	0	cluster_2
849244202	31	66	21	0	2658.45	18124.18	0	0	0	112608	112608	0	1	225216	18124.18	0.0804746554418869	0	cluster_2
849525339	63	140	37	0	908.33	10142.08	0	0	0	98532	70380	0	1	168912	10142.08	0.0600435729847495	0	cluster_2
851991589	41	140	39	0	6635.77	2392.02	38057.39	0	0	168912	168912	0	1	337824	40449.41	0.11973515795207	0	cluster_2
855499233	32	138	108	0	126.53	26398.54	0	0	0	49266	49266	0	1	98532	26398.54	0.267918442739415	0	cluster_2
857056667	37	140	78	0	14531.19	53057.72	17157.49	0	0	225216	225216	0	1	450432	70215.21	0.155884151214834	0	cluster_2
860409410	42	136	37	0	431.62	4132.59	0	0	0	98532	70380	0	1	168912	4132.59	0.0244659349246945	0	cluster_2
860927635	43	28	234	68363.61	18832.24	11455.88	6433.63	0	0	70380	70380	0	1	140760	17889.51	0.127092284739983	0	cluster_2
862631064	33	137	60	0	152.7	81470.08	1692.63	0	0	98532	70380	0	0	168912	83162.71	0.492343409586057	0	cluster_2
865108612	40	134	142	0	1065.31	39063.43	1019.63	0	0	98532	98532	0	1	197064	40083.06	0.20340123005724	0	cluster_2
866397164	29	70	57	0	14165.71	3700.87	517.46	0	0	98532	98532	0	1	197064	4218.33	0.0214058884423335	0	cluster_2
866891683	29	55	22	0	0.01	3466.8	9251.7	0	0	112608	98532	0	1	211140	12718.5	0.0602372833191248	0	cluster_2
867062110	45	91	21	0	1580.31	4469.92	0	0	0	197064	140760	0	1	337824	4469.92	0.0132315051624515	0	cluster_2
869036539	68	135	26	0	1573.54	5430.97	0	0	0	28152	4750.65	1686.85	1	32902.65	5430.97	0.165061780738026	0	cluster_2
873430608	35	134	65	0	3558.2	29242.94	0	0	0	140760	140760	0	1	281520	29242.94	0.103875177607275	0	cluster_2
873909747	38	133	39	0	25061.98	5025.22	0	0	0	70380	70380	0	1	140760	5025.22	0.0357006251776073	0	cluster_2
875266916	33	133	37	0	8836.72	2463.3	0	0	0	112608	98532	0	1	211140	2463.3	0.0116666666666667	0	cluster_2
878369675	67	132	34	0	342.3	5315.69	0	0	0	70380	70380	0	1	140760	5315.69	0.0377642085819835	0	cluster_2
881228923	30	128	457	0	0	9040.52	0	0	0	70380	98532	0	1	168912	9040.52	0.0535220706640144	0	cluster_2
881873528	29	72	50	52783.82	60252.71	2103.84	2371.79	0	0	98532	112608	0	1	211140	4475.63	0.021197451927631	0	cluster_2
884427506	30	52	104	0	19957.3	26754.6	39583.17	0	0	70380	70380	0	1	140760	66337.77	0.471282821824382	0	cluster_2
884899489	29	130	58	0	763.32	6878.35	0	0	0	112608	70380	0	1	182988	6878.35	0.0375890768793582	0	cluster_2
885076919	75	128	22	0	0	7231.4	0	0	0	140760	112608	0	1	253368	7231.4	0.028541094376559	0	cluster_2
885810926	38	130	103	215774.52	18705.26	970.83	0	0	0	49266	49266	0	1	98532	970.83	0.00985294117647059	0	cluster_2
885848193	43	130	27	0	14796.45	1286.93	0	0	0	197064	98532	0	1	295596	1286.93	0.00435367866953545	0	cluster_2
887610111	62	36	83	0	16826.55	13720.4	0	0	0	70380	70380	0	1	140760	13720.4	0.0974737141233305	0	cluster_2
890288582	65	62	15	0	0	3822.99	0	0	0	112608	112608	0	1	225216	3822.99	0.0169747708866155	0	cluster_2
892219177	49	67	59	0	2195.92	35790.92	21833.97	0	0	140760	112608	0	1	253368	57624.89	0.227435548293391	0	cluster_2
892321781	32	130	48	0	7.26	882.98	0	0	0	70380	70380	0	1	140760	882.98	0.00627294685990338	0	cluster_2
893574159	58	126	101	0	1628.34	13339.4	2932.5	0	0	197064	70380	0	1	267444	16271.9	0.0608422697835809	0	cluster_2
895701731	36	58	28	0	10493.13	3968.35	0	0	0	140760	98532	0	1	239292	3968.35	0.0165837136218511	0	cluster_2
896161032	65	126	38	0	12841.26	7265.78	0	0	0	112608	49266	0	1	161874	7265.78	0.0448854046974808	0	cluster_2
899875202	72	103	34	0	2521.22	5003.34	0	0	0	56304	42228	0	1	98532	5003.34	0.0507788332724394	0	cluster_2
900311822	57	76	25	0	2215.05	9997.8	0	0	0	197064	35190	0	1	232254	9997.8	0.0430468366529748	0	cluster_2
900659320	70	12	35	0	7200.94	15884.43	0	0	0	140760	140760	0	1	281520	15884.43	0.0564238064791134	0	cluster_2
900874667	69	127	51	32844	5578.54	1376.32	0	0	0	140760	112608	0	1	253368	1376.32	0.0054320987654321	0	cluster_2
